Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-11-06 08:00:00-05:00,-2.84,-2.49,0.1229
2023-08-08 16:00:00-04:00,-3.17,-3.04,0.0414
2023-05-09 16:00:00-04:00,-3.55,-3.18,0.10460000000000001
2023-02-28 16:00:00-05:00,-3.55,-3.51,0.0122
2022-11-08 16:00:00-05:00,-3.48,-3.09,0.111
2022-08-03 16:00:00-04:00,-3.49,-3.18,0.0877
2022-05-04 16:00:00-04:00,-3.49,-3.4,0.024900000000000002
2022-02-28 16:00:00-05:00,-3.0,-3.72,-0.23850000000000002
2021-11-08 16:00:00-05:00,-2.89,-1.55,0.46299999999999997
2021-08-05 16:00:00-04:00,-2.4,-3.23,-0.3454
2021-05-06 16:00:00-04:00,-2.13,-2.67,-0.2509
2021-02-25 16:00:00-05:00,-2.23,-2.08,0.0687
