Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-04-10 06:00:00-04:00,0.36,0.45,0.257
2024-03-12 07:00:00-04:00,1.16,1.28,0.1034
2024-02-22 09:00:00-05:00,1.16,1.28,0.1034
2024-01-12 06:00:00-05:00,1.17,1.28,0.0984
2023-10-12 06:00:00-04:00,1.95,2.03,0.0429
2023-07-13 06:00:00-04:00,2.4,2.68,0.11599999999999999
