Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-12 16:00:00-05:00,0.25,0.26,0.0558
2023-10-30 16:00:00-04:00,0.24,0.26,0.061900000000000004
2023-07-31 16:00:00-04:00,0.23,0.26,0.126
2023-05-01 16:00:00-04:00,0.22,0.24,0.09670000000000001
2023-02-06 16:00:00-05:00,0.22,0.26,0.19090000000000001
2022-11-01 16:00:00-04:00,0.2,0.24,0.2214
2022-08-01 16:00:00-04:00,0.18,0.21,0.1996
2022-05-02 16:00:00-04:00,0.15,0.18,0.2061
2022-02-15 16:00:00-05:00,0.13,0.18,0.40750000000000003
2021-11-01 16:00:00-04:00,0.12,0.13,0.0844
2021-08-02 16:00:00-04:00,0.12,0.14,0.1906
2021-05-03 16:00:00-04:00,0.1,0.13,0.23940000000000003
