Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-26 06:00:00-05:00,0.11,0.08,-0.24530000000000002
2023-11-07 06:00:00-05:00,0.12,0.18,0.514
2023-08-07 06:00:00-04:00,0.05,0.18,2.7673
2023-05-09 06:00:00-04:00,0.29,0.45,0.5607
2023-02-21 06:00:00-05:00,0.13,0.19,0.48090000000000005
2022-11-08 06:00:00-05:00,0.16,0.2,0.2579
2022-08-08 06:00:00-04:00,0.25,0.36,0.4173
2022-05-09 06:00:00-04:00,0.35,0.36,0.0198
