Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-03-25 17:00:00-04:00,0.03,0.04,0.3333
2024-03-18 15:00:00-04:00,0.03,0.04,0.3333
2024-02-27 16:00:00-05:00,0.03,0.04,0.2995
2023-08-24 16:00:00-04:00,-0.03,-0.03,0.0323
2023-05-31 16:00:00-04:00,-0.04,-0.04,-0.039
2023-03-01 16:00:00-05:00,0.04,0.05,0.28600000000000003
2022-11-30 16:00:00-05:00,0.03,0.02,-0.3701
