Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-08-09 12:00:00-04:00,-0.46,-0.31,0.32310000000000005
2023-05-25 12:00:00-04:00,-0.47,-0.42,0.1158
2023-02-09 11:00:00-05:00,-0.26,0.07,1.2667
2022-08-05 02:00:00-04:00,-0.59,-0.53,0.09789999999999999
2022-05-26 12:00:00-04:00,-0.17,-0.46,-1.6286000000000003
2022-02-03 11:00:00-05:00,-0.02,-0.2,-10.9976
2021-11-04 12:00:00-04:00,-0.12,0.15,2.2162
2021-08-05 12:00:00-04:00,-0.09,-0.2,-1.2222
2021-05-27 12:00:00-04:00,-0.29,-0.37,-0.2907
2021-02-04 11:00:00-05:00,-0.09,-0.06,0.3514
2020-11-05 11:00:00-05:00,0.01,-0.06,-6.0
