Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-26 16:00:00-05:00,0.19,0.2,0.0471
2023-10-30 16:00:00-04:00,0.5,0.57,0.1435
2023-07-31 16:00:00-04:00,0.54,0.71,0.3271
2023-05-08 16:00:00-04:00,0.34,0.38,0.131
2023-02-27 16:00:00-05:00,0.22,0.09,-0.5814
2022-10-31 16:00:00-04:00,0.14,0.13,-0.09269999999999999
2022-08-08 16:00:00-04:00,0.67,0.79,0.17850000000000002
2022-05-09 16:00:00-04:00,0.54,0.62,0.151
