Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-22 06:00:00-05:00,-2.65,-3.01,-0.13570000000000002
2023-11-02 06:00:00-04:00,-2.74,-3.16,-0.1521
2023-08-03 06:00:00-04:00,-2.78,-2.75,0.009300000000000001
2023-05-04 06:00:00-04:00,-2.76,-2.8,-0.016200000000000003
2023-02-23 06:00:00-05:00,-2.25,-2.22,0.0117
2022-11-03 06:00:00-04:00,-2.13,-2.38,-0.1151
2022-08-08 06:00:00-04:00,-2.09,-2.17,-0.0361
2022-05-05 06:00:00-04:00,-2.11,-1.95,0.0764
2022-02-24 06:00:00-05:00,-1.73,-0.94,0.45799999999999996
2021-11-04 06:00:00-04:00,-1.44,-1.72,-0.1937
2021-08-05 06:00:00-04:00,-1.34,-1.17,0.125
2021-05-06 06:00:00-04:00,-1.13,-1.07,0.0536
