Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-11-01 04:00:00-04:00,-0.79,-1.15,-0.4526
2023-08-02 04:00:00-04:00,-0.81,-1.13,-0.40140000000000003
2023-04-27 04:00:00-04:00,-0.82,-0.93,-0.1348
2023-02-15 11:00:00-05:00,-1.04,-0.8,0.2288
2022-10-27 12:00:00-04:00,-0.96,-1.03,-0.077
2022-07-28 12:00:00-04:00,-0.86,-0.73,0.14800000000000002
2022-04-28 12:00:00-04:00,-0.99,-0.74,0.255
2022-02-09 11:00:00-05:00,-0.83,-0.95,-0.1454
2021-10-28 12:00:00-04:00,-0.58,-1.61,-1.7957
2021-07-29 12:00:00-04:00,-0.61,-0.47,0.22760000000000002
2021-04-29 12:00:00-04:00,-0.61,-0.67,-0.09050000000000001
2021-02-11 11:00:00-05:00,0.86,0.9,0.050199999999999995
