Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-27 16:00:00-05:00,1.95,3.02,0.5488000000000001
2023-11-28 16:00:00-05:00,1.14,1.52,0.3335
2023-08-23 16:00:00-04:00,0.45,0.71,0.583
2023-05-24 16:00:00-04:00,-0.13,0.18,2.3947
2023-03-01 16:00:00-05:00,1.15,2.04,0.7794
2022-11-30 16:00:00-05:00,0.25,0.83,2.313
2022-08-24 16:00:00-04:00,-0.35,0.09,1.2597
2022-05-25 16:00:00-04:00,-0.74,-0.32,0.569
2022-03-02 16:00:00-05:00,-0.19,0.66,4.4762
2021-12-01 16:00:00-05:00,-0.5,-0.37,0.2586
2021-08-25 16:00:00-04:00,-0.69,-0.62,0.0962
2021-06-02 16:00:00-04:00,-0.7,-0.91,-0.29300000000000004
