Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-08-01 02:00:00-04:00,1.2,0.9,-0.2506
2023-05-02 03:00:00-04:00,1.43,1.62,0.132
2023-02-06 22:00:00-05:00,1.67,1.56,-0.066
2022-10-31 23:00:00-04:00,1.94,2.58,0.3296
2022-08-01 22:00:00-04:00,2.13,2.61,0.2262
2022-05-02 22:00:00-04:00,1.35,1.92,0.4269
2022-02-07 22:00:00-05:00,1.17,1.26,0.076
2021-11-01 23:00:00-04:00,0.92,0.99,0.0809
2021-08-02 23:00:00-04:00,0.6,0.83,0.3805
2021-04-26 22:00:00-04:00,0.38,0.78,1.052
2021-02-01 21:00:00-05:00,0.09,0.04,-0.5299
2020-10-26 23:00:00-04:00,-0.04,0.03,1.7521000000000002
