Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-08-10 02:00:00-04:00,-0.16,-0.36,-1.2047
2023-05-04 02:00:00-04:00,-0.16,-0.18,-0.1091
2023-03-16 02:00:00-04:00,-0.15,-0.09,0.4194
2022-11-08 01:00:00-05:00,-0.17,-0.14,0.16949999999999998
2022-08-11 02:00:00-04:00,-0.23,-0.15,0.3421
2022-05-12 03:00:00-04:00,-0.2,-0.3,-0.4754
2022-03-17 02:00:00-04:00,-0.11,-0.23,-1.0
2021-11-03 12:00:00-04:00,-0.12,-0.14,-0.1915
2021-08-10 03:00:00-04:00,-0.15,-0.13,0.1475
2021-03-23 03:00:00-04:00,-0.37,-0.38,-0.034
2020-11-06 11:00:00-05:00,-0.36,-0.4,-0.0959
