Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-10-31 03:00:00-04:00,2.34,2.47,0.0572
2023-08-01 02:00:00-04:00,2.11,2.21,0.047
2023-05-02 02:00:00-04:00,1.78,1.88,0.0545
2023-02-08 01:00:00-05:00,2.05,2.06,0.0058
2022-11-01 02:00:00-04:00,2.01,2.02,0.0064
2022-08-02 02:00:00-04:00,1.82,1.87,0.027999999999999997
2022-05-03 03:00:00-04:00,1.6,1.62,0.014199999999999999
2022-02-04 01:00:00-05:00,1.71,1.72,0.0040999999999999995
2021-11-02 03:00:00-04:00,1.73,1.75,0.0106
2021-08-03 02:00:00-04:00,1.57,1.72,0.09330000000000001
2021-05-04 02:00:00-04:00,1.23,1.44,0.16670000000000001
2021-02-02 02:00:00-05:00,1.2,1.28,0.062400000000000004
