Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-03-05 11:00:00-05:00,0.45,0.52,0.15560000000000002
2024-02-22 06:00:00-05:00,0.45,0.52,0.1454
2023-11-02 06:00:00-04:00,0.44,0.45,0.0169
2023-08-03 06:00:00-04:00,0.41,0.4,-0.0123
2023-05-04 06:00:00-04:00,0.35,0.42,0.1932
