Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-10-24 20:00:00-04:00,0.53,0.51,-0.037700000000000004
2023-07-25 20:00:00-04:00,0.6,0.54,-0.095
2023-04-26 21:00:00-04:00,0.49,0.5,0.0204
2023-02-01 20:00:00-05:00,0.26,0.77,1.9297
2022-10-25 20:00:00-04:00,0.37,0.54,0.43420000000000003
2022-07-26 21:00:00-04:00,0.43,0.49,0.1322
2022-04-26 21:00:00-04:00,0.5,0.5,0.0027
2022-01-26 22:00:00-05:00,0.2,0.28,0.4
2021-10-27 07:00:00-04:00,0.25,0.15,-0.39420000000000005
2021-07-27 20:00:00-04:00,0.38,0.4,0.0526
2021-04-27 20:00:00-04:00,0.38,0.55,0.4474
2021-02-03 23:00:00-05:00,0.16,0.18,0.1613
