Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-27 16:00:00-05:00,-0.07,0.01,1.1389
2023-11-07 16:00:00-05:00,0.1,0.08,-0.16190000000000002
2023-08-08 16:00:00-04:00,-0.14,-0.15,-0.0435
2023-05-09 16:00:00-04:00,-0.06,-0.03,0.5
2023-02-28 16:00:00-05:00,-0.1,-0.01,0.8961
2022-11-08 16:00:00-05:00,0.07,-0.04,-1.5844
2022-08-09 16:00:00-04:00,-0.14,-0.22,-0.5702
2022-05-10 16:00:00-04:00,-0.03,-0.1,-2.0506
2022-03-02 16:00:00-05:00,-0.05,-0.11,-1.2583
2021-08-10 16:00:00-04:00,-0.14,-0.16,-0.1302
