Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-04-25 06:00:00-04:00,1.52,1.55,0.0171
2024-02-01 06:00:00-05:00,1.79,2.04,0.138
2023-10-26 06:00:00-04:00,1.38,1.56,0.13390000000000002
2023-07-27 06:00:00-04:00,1.08,1.22,0.12630000000000002
2023-04-27 06:00:00-04:00,1.22,1.25,0.0253
2023-02-02 06:00:00-05:00,1.52,1.65,0.0883
2022-10-27 06:00:00-04:00,1.12,1.3,0.1659
2022-07-28 06:00:00-04:00,0.98,1.08,0.0985
2022-04-28 06:00:00-04:00,1.06,1.18,0.11220000000000001
2022-02-08 06:00:00-05:00,1.14,1.52,0.33899999999999997
