Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-11-01 12:00:00-04:00,0.3,0.37,0.2505
2023-08-02 20:00:00-04:00,0.29,0.32,0.09330000000000001
2023-05-03 20:00:00-04:00,0.31,0.31,-0.013000000000000001
2023-02-08 21:00:00-05:00,0.12,0.23,0.9117000000000001
2022-11-02 20:00:00-04:00,0.12,0.2,0.6185
2022-08-03 20:00:00-04:00,0.1,0.21,1.1
2022-05-04 20:00:00-04:00,0.08,0.13,0.6121
2022-02-09 21:00:00-05:00,0.03,0.06,0.8933
2021-11-03 20:00:00-04:00,0.05,0.05,0.1069
2021-08-04 20:00:00-04:00,0.04,0.06,0.5865
