Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-04-30 16:00:00-04:00,2.47,2.6,0.0518
2024-02-20 16:00:00-05:00,2.73,2.21,-0.18989999999999999
2023-10-30 16:00:00-04:00,2.81,3.2,0.13970000000000002
2023-08-02 16:00:00-04:00,2.91,3.0,0.0323
2023-05-03 16:00:00-04:00,2.69,2.65,-0.0161
2023-02-21 16:00:00-05:00,2.65,2.06,-0.2236
2022-11-01 16:00:00-04:00,2.73,3.3,0.20879999999999999
2022-08-04 16:00:00-04:00,2.54,3.42,0.34450000000000003
2022-05-03 16:00:00-04:00,2.32,2.63,0.1343
2022-02-22 16:00:00-05:00,2.17,3.17,0.4583
2021-11-01 16:00:00-04:00,2.13,2.52,0.1855
2021-08-03 16:00:00-04:00,1.87,1.97,0.0519
