Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-03-06 17:00:00-05:00,0.43,0.41,-0.04650000000000001
2024-02-15 16:00:00-05:00,0.43,0.41,-0.043
2023-11-09 16:00:00-05:00,0.29,0.33,0.1426
2023-08-09 16:00:00-04:00,0.26,0.28,0.0892
2023-05-10 16:00:00-04:00,0.12,0.23,0.8776
