Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-11-01 02:00:00-04:00,2.66,2.79,0.0481
2023-08-02 02:00:00-04:00,2.56,2.68,0.04820000000000001
2023-05-03 02:00:00-04:00,1.34,1.41,0.0546
2023-02-02 02:00:00-05:00,1.64,1.82,0.1072
2022-11-02 02:00:00-04:00,2.12,2.27,0.07150000000000001
2022-08-03 02:00:00-04:00,2.1,2.16,0.0282
2022-05-04 05:00:00-04:00,0.99,1.12,0.1335
2022-01-31 02:00:00-05:00,1.31,1.36,0.0346
2021-11-03 02:00:00-04:00,1.84,1.8,-0.023700000000000002
2021-08-04 02:00:00-04:00,1.9,1.92,0.01
2021-05-05 02:00:00-04:00,0.62,1.01,0.6329
2021-02-05 02:00:00-05:00,0.92,1.03,0.11480000000000001
