Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-07-19 04:00:00-04:00,0.88,1.08,0.2206
2023-04-26 06:00:00-04:00,0.52,0.6,0.1634
2023-02-06 11:00:00-05:00,1.51,1.87,0.2374
2022-11-07 11:00:00-05:00,0.5,0.68,0.3651
2022-08-01 12:00:00-04:00,0.48,0.47,-0.0202
2022-04-25 03:00:00-04:00,0.71,0.38,-0.46130000000000004
2022-02-03 11:00:00-05:00,1.31,1.25,-0.0472
2021-11-02 12:00:00-04:00,0.7,0.72,0.0309
2021-08-03 12:00:00-04:00,0.76,0.91,0.2036
2021-05-04 12:00:00-04:00,0.7,0.84,0.203
2021-02-04 11:00:00-05:00,1.18,1.21,0.027200000000000002
2020-10-29 12:00:00-04:00,0.65,0.71,0.0976
