Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-03-04 11:00:00-05:00,1.47,1.57,0.068
2024-02-26 16:00:00-05:00,1.47,1.57,0.0683
2023-11-28 16:00:00-05:00,1.41,1.53,0.08410000000000001
2023-08-24 16:00:00-04:00,1.26,1.43,0.1376
2023-05-25 16:00:00-04:00,1.12,1.31,0.1675
2023-02-27 16:00:00-05:00,0.91,0.99,0.0929
