Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-08 11:00:00-05:00,0.41,0.69,0.6829000000000001
2024-02-05 07:00:00-05:00,0.41,0.69,0.6967
2023-11-13 07:00:00-05:00,0.29,0.37,0.2759
2023-08-07 07:00:00-04:00,0.26,0.15,-0.42310000000000003
2023-05-08 06:00:00-04:00,0.8,-0.04,-1.0501
2023-02-06 06:00:00-05:00,1.34,0.85,-0.3638
