Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-04-26 10:00:00-04:00,0.71,0.73,0.0282
2024-04-25 16:00:00-04:00,0.71,0.73,0.022400000000000003
2024-02-21 15:00:00-05:00,0.63,0.77,0.22219999999999998
2024-02-07 10:00:00-05:00,0.63,0.77,0.22219999999999998
2024-02-06 16:00:00-05:00,0.63,0.77,0.2184
2023-10-26 16:00:00-04:00,0.62,0.65,0.050499999999999996
2023-07-27 16:00:00-04:00,0.66,0.61,-0.0687
2023-04-26 16:00:00-04:00,0.62,0.66,0.057699999999999994
