Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2022-08-16 04:00:00-04:00,-0.16,-0.17,-0.0625
2022-03-17 05:00:00-04:00,-0.55,-0.17,0.6873
2021-11-16 03:00:00-05:00,-0.43,-0.18,0.5814
2021-08-16 04:00:00-04:00,-0.51,-0.16,0.6863
