Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-21 09:00:00-05:00,0.41,0.51,0.2439
2024-02-13 08:00:00-05:00,0.41,0.51,0.2509
2023-11-07 16:00:00-05:00,0.37,0.63,0.7202
2023-08-08 08:00:00-04:00,0.34,0.31,-0.0944
2023-05-15 06:00:00-04:00,0.33,0.24,-0.2729
2023-02-15 08:00:00-05:00,0.54,0.59,0.0936
2022-11-09 16:00:00-05:00,0.37,0.3,-0.18239999999999998
