Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-08-03 07:00:00-04:00,2.18,0.3,-0.8620000000000001
2023-05-10 07:00:00-04:00,0.65,0.05,-0.924
2023-02-22 06:00:00-05:00,3.15,0.12,-0.9619
2022-11-09 06:00:00-05:00,1.65,0.53,-0.6786
2022-08-10 07:00:00-04:00,1.55,0.41,-0.7354999999999999
2022-05-11 07:00:00-04:00,0.91,0.11,-0.8836
2022-02-16 06:00:00-05:00,5.3,0.17,-0.9687000000000001
2021-05-20 20:00:00-04:00,0.23,0.27,0.16670000000000001
2021-02-23 06:00:00-05:00,1.28,0.14,-0.8906000000000001
2020-11-11 05:00:00-05:00,0.99,0.13,-0.8724
