Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-07-27 09:00:00-04:00,1.03,1.12,0.0874
2023-07-26 12:00:00-04:00,1.03,1.12,0.08320000000000001
2023-05-03 12:00:00-04:00,0.9,1.08,0.2027
2023-02-02 02:00:00-05:00,1.12,1.3,0.15630000000000002
2022-11-02 13:00:00-04:00,1.69,1.71,0.013300000000000001
2022-07-27 13:00:00-04:00,1.88,2.31,0.2259
2022-05-05 01:00:00-04:00,1.8,2.04,0.1333
2022-02-03 00:00:00-05:00,1.92,2.1,0.09300000000000001
2021-11-04 01:00:00-04:00,1.8,2.41,0.3404
2021-07-29 01:00:00-04:00,0.9,1.74,0.9398000000000001
