Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-06 05:00:00-05:00,3.49,3.59,0.028700000000000003
2023-10-26 07:00:00-04:00,3.57,3.63,0.0165
2023-07-27 06:00:00-04:00,3.48,3.57,0.027200000000000002
2023-04-27 06:00:00-04:00,3.13,3.42,0.09179999999999999
2023-02-07 06:00:00-05:00,2.91,3.16,0.0849
2022-10-27 06:00:00-04:00,2.93,3.1,0.0571
2022-07-28 02:00:00-04:00,2.96,3.1,0.0464
2022-04-28 07:00:00-04:00,2.78,2.93,0.0555
2022-02-10 06:00:00-05:00,2.67,2.77,0.0366
2021-10-28 06:00:00-04:00,2.66,2.73,0.0267
2021-07-30 05:00:00-04:00,2.54,2.7,0.0647
2021-05-06 05:00:00-04:00,2.26,2.49,0.1041
