Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-28 22:00:00-05:00,0.16,1.33,7.147
2023-08-08 16:00:00-04:00,0.27,-0.01,-1.0368000000000002
2023-05-09 16:00:00-04:00,0.22,0.28,0.2584
2023-03-08 16:00:00-05:00,0.43,0.1,-0.7656999999999999
2022-11-08 16:00:00-05:00,0.77,0.7,-0.08789999999999999
2022-08-08 17:00:00-04:00,0.63,1.56,1.4834
2022-05-04 16:00:00-04:00,0.35,-0.12,-1.3409
2022-03-10 10:00:00-05:00,0.28,0.4,0.4337
2021-11-03 16:00:00-04:00,0.3,0.44,0.4808
2021-08-04 16:00:00-04:00,0.35,0.28,-0.1884
2021-05-06 06:00:00-04:00,0.15,-0.12,-1.8203
