Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-04-22 20:00:00-04:00,10.29,10.99,0.068
2024-03-20 12:00:00-04:00,10.29,10.99,0.068
2024-03-07 16:00:00-05:00,10.29,10.99,0.0678
2023-12-07 16:00:00-05:00,10.98,11.06,0.0070999999999999995
2023-08-31 16:00:00-04:00,10.42,10.54,0.011200000000000002
2023-06-01 16:00:00-04:00,10.08,10.32,0.0236
