Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-09-11 02:00:00-04:00,8.81,17.41,0.9752
2023-05-04 11:00:00-04:00,8.64,8.78,0.016200000000000003
2023-01-31 21:00:00-05:00,5.83,6.02,0.0332
2022-11-01 22:00:00-04:00,6.3,6.34,0.006999999999999999
2022-08-03 06:00:00-04:00,5.61,5.86,0.043899999999999995
2022-04-28 23:00:00-04:00,5.8,6.22,0.073
2022-02-01 21:00:00-05:00,4.71,4.76,0.010400000000000001
2021-11-02 22:00:00-04:00,5.0,5.27,0.0534
2021-08-04 09:00:00-04:00,4.75,5.26,0.1069
2021-05-04 22:00:00-04:00,5.11,5.45,0.0671
2021-02-02 21:00:00-05:00,3.95,4.01,0.0149
2020-10-29 23:00:00-04:00,0.71,0.69,-0.020499999999999997
