Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-28 16:00:00-05:00,0.19,0.26,0.3613
2023-11-08 16:00:00-05:00,0.15,0.2,0.3333
2023-08-07 07:00:00-04:00,0.13,0.17,0.30770000000000003
2023-05-10 16:00:00-04:00,0.15,0.18,0.2329
2023-03-08 16:00:00-05:00,0.16,0.19,0.1801
2022-11-02 16:00:00-04:00,0.13,0.14,0.0483
2022-08-03 16:00:00-04:00,0.08,0.13,0.5695
2022-05-04 17:00:00-04:00,0.12,0.14,0.1352
2022-03-15 07:00:00-04:00,0.11,0.13,0.22640000000000002
2021-11-09 07:00:00-05:00,0.07,0.1,0.3514
