Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-04-24 06:00:00-04:00,2.53,3.04,0.2011
2024-02-07 06:00:00-05:00,2.81,3.7,0.3189
2023-10-26 06:00:00-04:00,2.5,2.99,0.1975
2023-08-02 06:00:00-04:00,2.69,3.72,0.3835
2023-05-03 06:00:00-04:00,3.24,3.26,0.0051
2023-02-08 06:00:00-05:00,3.22,3.24,0.005600000000000001
2022-10-26 06:00:00-04:00,2.49,3.45,0.3848
2022-07-27 06:00:00-04:00,3.26,2.97,-0.0882
2022-04-27 06:00:00-04:00,2.94,4.26,0.44770000000000004
2022-02-09 06:00:00-05:00,2.87,3.49,0.2141
2021-10-27 06:00:00-04:00,1.42,3.72,1.6156000000000001
2021-07-28 06:00:00-04:00,1.6,2.61,0.633
