Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-11-03 12:00:00-04:00,0.21,0.39,0.9024
2023-08-04 08:00:00-04:00,0.06,0.41,5.648300000000001
2023-03-01 08:00:00-05:00,0.13,1.55,10.6253
2022-11-04 12:00:00-04:00,0.19,0.31,0.6648999999999999
2022-08-05 14:00:00-04:00,0.05,0.35,5.4815
2022-05-06 13:00:00-04:00,-0.21,-0.15,0.29510000000000003
2022-02-25 18:00:00-05:00,0.08,-0.64,-8.7295
2021-11-04 08:00:00-04:00,-0.01,-0.22,-35.6667
2021-08-06 08:00:00-04:00,-0.31,0.24,1.7792
2021-05-07 08:00:00-04:00,-0.41,-0.2,0.5181
