Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-04-29 16:00:00-04:00,0.25,0.22,-0.1165
2024-02-13 16:00:00-05:00,0.27,0.15,-0.434
2023-10-30 16:00:00-04:00,0.19,0.24,0.2632
2023-07-31 16:00:00-04:00,0.16,0.2,0.2389
2023-05-02 16:00:00-04:00,0.12,0.05,-0.5996
2023-02-15 16:00:00-05:00,0.1,-0.01,-1.1039
2022-11-07 16:00:00-05:00,0.16,-0.01,-1.0617
2022-08-09 16:00:00-04:00,0.18,0.2,0.1034
2022-05-10 16:00:00-04:00,0.18,0.14,-0.209
2022-02-15 16:00:00-05:00,0.15,0.13,-0.1333
2021-11-04 16:00:00-04:00,0.18,0.42,1.3922999999999999
2021-07-29 16:00:00-04:00,0.1,0.06,-0.4118
