Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-04-26 07:00:00-04:00,2.23,2.31,0.037700000000000004
2024-03-14 09:00:00-04:00,2.77,2.79,0.0072
2024-03-05 09:00:00-05:00,2.77,2.79,0.0072
2024-02-02 07:00:00-05:00,2.77,2.79,0.0084
2024-01-10 11:00:00-05:00,2.77,2.79,0.0072
2023-10-27 07:00:00-04:00,2.86,2.95,0.0325
