Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-22 10:00:00-05:00,3.46,2.53,-0.2688
2024-02-21 16:00:00-05:00,3.46,2.53,-0.2696
2023-11-09 10:00:00-05:00,3.52,3.8,0.0795
2023-11-08 16:00:00-05:00,3.53,3.8,0.0779
2023-08-08 16:00:00-04:00,3.5,3.34,-0.0446
2023-05-09 16:00:00-04:00,3.87,3.15,-0.1858
2023-02-28 17:00:00-05:00,5.21,5.66,0.08710000000000001
2022-11-09 16:00:00-05:00,2.9,4.24,0.46049999999999996
2022-08-09 16:00:00-04:00,1.91,2.52,0.31629999999999997
2022-05-10 16:00:00-04:00,4.6,3.94,-0.1431
