Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-30 07:00:00-05:00,3.58,3.69,0.0316
2023-10-31 07:00:00-04:00,4.05,3.95,-0.0256
2023-07-25 07:00:00-04:00,3.72,4.07,0.0941
2023-04-25 07:00:00-04:00,2.47,3.61,0.4593
2023-01-31 07:00:00-05:00,2.38,2.6,0.0935
2022-10-25 07:00:00-04:00,2.71,2.88,0.0632
2022-07-26 08:00:00-04:00,2.41,2.81,0.1638
2022-04-26 08:00:00-04:00,1.85,2.12,0.1466
