Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-08-24 00:00:00-04:00,9.09,13.88,0.5269
2023-05-25 00:00:00-04:00,8.86,11.62,0.31170000000000003
2023-02-23 00:00:00-05:00,8.03,7.35,-0.0849
2022-11-16 22:00:00-05:00,7.44,11.35,0.5264
2022-08-18 00:00:00-04:00,6.77,8.2,0.21170000000000003
2022-05-24 00:00:00-04:00,7.19,7.7,0.071
2022-02-23 22:00:00-05:00,6.59,9.8,0.48740000000000006
