Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-29 16:00:00-05:00,-1.41,-1.81,-0.2824
2023-11-14 16:00:00-05:00,-1.34,-1.5,-0.11599999999999999
2023-07-31 06:00:00-04:00,-1.21,-1.32,-0.08720000000000001
2023-05-12 16:00:00-04:00,-1.41,-1.03,0.26940000000000003
2023-03-23 16:00:00-04:00,-1.22,-3.32,-1.7258000000000002
2022-11-09 07:00:00-05:00,-2.34,-1.75,0.2521
2022-08-05 03:00:00-04:00,-2.58,-6.21,-1.4098
2022-05-10 02:00:00-04:00,-2.53,-2.97,-0.1721
2022-02-25 02:00:00-05:00,-2.04,-3.01,-0.4755
2021-11-09 02:00:00-05:00,-2.4,-2.63,-0.0958
2021-08-09 03:00:00-04:00,-2.72,-3.23,-0.18530000000000002
