Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-11-02 06:00:00-04:00,0.36,0.25,-0.3007
2023-08-07 16:00:00-04:00,0.36,0.36,-0.0092
2023-05-03 16:00:00-04:00,0.36,0.66,0.8249
2023-02-28 06:00:00-05:00,0.38,0.48,0.24910000000000002
2022-11-08 16:00:00-05:00,0.4,0.54,0.3636
2022-08-03 16:00:00-04:00,0.38,0.6,0.6
2022-05-03 16:00:00-04:00,0.37,0.42,0.1507
2022-02-14 16:00:00-05:00,0.34,0.33,-0.0198
2021-11-02 16:00:00-04:00,0.34,0.32,-0.047599999999999996
2021-08-03 16:00:00-04:00,0.26,0.41,0.5945
2021-05-05 16:00:00-04:00,0.2,-0.04,-1.198
2021-02-19 06:00:00-05:00,0.18,0.24,0.3211
