Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-07 16:00:00-05:00,0.09,0.11,0.2509
2023-11-08 16:00:00-05:00,0.04,0.07,0.7297
2023-08-16 16:00:00-04:00,0.06,0.08,0.31620000000000004
2023-05-10 16:00:00-04:00,0.15,0.18,0.18789999999999998
2023-02-08 16:00:00-05:00,0.06,0.08,0.3703
2022-11-02 16:00:00-04:00,0.03,0.05,0.8295
2022-08-23 16:00:00-04:00,0.02,0.04,0.7444
2022-05-05 16:00:00-04:00,0.1,0.11,0.13820000000000002
2022-02-03 16:00:00-05:00,0.03,0.05,0.489
2021-11-09 16:00:00-05:00,0.02,0.01,-0.5338
