Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-04-18 10:00:00-04:00,0.54,0.47,-0.12960000000000002
2024-04-17 16:00:00-04:00,0.54,0.47,-0.1277
2024-04-16 11:00:00-04:00,0.54,0.47,-0.12960000000000002
2024-03-19 14:00:00-04:00,0.57,0.54,-0.0526
2024-01-25 10:00:00-05:00,0.57,0.54,-0.0526
2024-01-24 16:00:00-05:00,0.58,0.54,-0.0616
2023-10-18 16:00:00-04:00,0.75,0.84,0.1159
