Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-16 07:00:00-05:00,0.92,1.24,0.34490000000000004
2023-11-01 07:00:00-04:00,0.9,0.94,0.0417
2023-08-01 07:00:00-04:00,0.88,0.93,0.0546
2023-05-02 07:00:00-04:00,0.93,0.84,-0.0999
2023-02-16 06:00:00-05:00,1.0,0.93,-0.0663
2022-10-28 07:00:00-04:00,0.87,0.9,0.0305
2022-08-03 07:00:00-04:00,0.87,0.8,-0.0852
2022-05-05 10:00:00-04:00,0.89,0.84,-0.0563
2022-02-25 12:00:00-05:00,0.84,0.89,0.0639
2021-11-05 08:00:00-04:00,0.79,0.77,-0.0253
2021-08-06 12:00:00-04:00,0.76,0.7,-0.0785
