Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2020-07-22 12:00:00-04:00,-0.04,0.31,8.675
2020-04-22 13:00:00-04:00,0.27,0.41,0.541
2020-02-12 12:00:00-05:00,0.65,0.43,-0.33899999999999997
2019-10-23 12:00:00-04:00,0.67,0.7,0.0417
2019-07-24 13:00:00-04:00,0.69,0.73,0.0562
2019-04-24 12:00:00-04:00,0.55,0.65,0.18730000000000002
2019-02-13 11:00:00-05:00,0.9,1.2,0.33630000000000004
2018-10-23 12:00:00-04:00,0.89,1.03,0.1638
2018-07-24 12:00:00-04:00,0.73,0.92,0.2534
2018-04-23 12:00:00-04:00,0.47,0.7,0.47990000000000005
2018-02-14 12:00:00-05:00,0.54,0.55,0.026099999999999998
2017-10-25 12:00:00-04:00,0.47,0.72,0.5222
