Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-06 16:00:00-05:00,1.16,1.7,0.46340000000000003
2023-11-06 16:00:00-05:00,-0.05,0.29,6.29
2023-08-07 16:00:00-04:00,-0.67,-0.37,0.445
2023-04-27 16:00:00-04:00,-0.26,-0.19,0.2805
2023-02-09 16:00:00-05:00,0.51,0.84,0.6413
2022-11-01 16:00:00-04:00,-0.11,-0.05,0.5327000000000001
2022-08-02 16:00:00-04:00,-0.6,-0.46,0.22870000000000001
2022-05-03 16:00:00-04:00,-0.59,-0.4,0.3271
2022-02-15 16:00:00-05:00,0.05,0.17,2.6410000000000005
2021-11-02 16:00:00-04:00,-0.19,-0.18,0.0313
2021-08-03 16:00:00-04:00,-0.25,-0.08,0.6778000000000001
2021-05-04 16:00:00-04:00,-0.23,-0.08,0.6524
