Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-08-09 03:00:00-04:00,0.32,0.32,0.0039000000000000003
2023-05-10 02:00:00-04:00,0.33,0.34,0.046200000000000005
2023-03-08 01:00:00-05:00,0.34,0.35,0.0244
2022-11-10 02:00:00-05:00,0.74,0.85,0.14250000000000002
2022-08-11 02:00:00-04:00,0.57,0.73,0.2807
2022-05-12 02:00:00-04:00,0.7,0.73,0.15710000000000002
2021-11-11 02:00:00-05:00,0.92,0.47,-0.4891
2021-08-12 04:00:00-04:00,0.75,0.49,-0.3467
2021-05-13 03:00:00-04:00,0.64,0.77,0.19940000000000002
2021-02-11 01:00:00-05:00,0.04,0.41,9.0
