Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-08-02 21:00:00-04:00,0.68,0.72,0.0651
2023-05-04 07:00:00-04:00,0.62,0.65,0.0484
2023-03-01 21:00:00-05:00,0.71,0.98,0.3901
2022-10-26 23:00:00-04:00,0.77,0.84,0.0956
2022-07-27 21:00:00-04:00,0.78,0.73,-0.0665
2022-05-04 21:00:00-04:00,0.61,0.6,-0.013700000000000002
2022-02-26 21:00:00-05:00,0.76,0.9,0.1811
2021-10-27 21:00:00-04:00,0.66,0.85,0.284
2021-07-28 23:00:00-04:00,0.83,0.75,-0.1
2021-05-19 01:00:00-04:00,0.54,0.55,0.018500000000000003
2021-02-24 22:00:00-05:00,0.88,1.08,0.2217
2020-10-29 11:00:00-04:00,0.69,0.79,0.1408
