Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-06 16:00:00-05:00,0.14,0.25,0.8031
2023-11-01 16:00:00-04:00,0.18,0.23,0.2522
2023-07-25 16:00:00-04:00,0.13,0.22,0.7005
2023-04-24 16:00:00-04:00,0.03,0.11,2.7
2023-02-07 16:00:00-05:00,0.07,0.12,0.7341
2022-10-25 16:00:00-04:00,0.03,0.15,4.0336
2022-07-26 16:00:00-04:00,0.01,0.05,3.3478
2022-04-26 16:00:00-04:00,0.05,0.06,0.219
