Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-11-02 10:00:00-04:00,0.04,0.1,1.2411
2023-07-31 10:00:00-04:00,-0.14,-0.02,0.8563
2023-04-28 10:00:00-04:00,-0.25,-0.16,0.3579
2023-03-01 11:00:00-05:00,-0.3,-0.23,0.22469999999999998
2022-11-04 10:00:00-04:00,-0.25,-0.31,-0.21780000000000002
2022-07-29 10:00:00-04:00,-0.21,-0.24,-0.13210000000000002
2022-05-06 10:00:00-04:00,-0.21,-0.1,0.5261
2022-02-25 11:00:00-05:00,-1.71,-0.17,0.9005
2021-10-29 10:00:00-04:00,-0.18,-0.18,0.024100000000000003
2021-07-30 10:00:00-04:00,-0.18,-0.15,0.1768
2021-05-10 10:00:00-04:00,-0.19,-0.17,0.09330000000000001
2021-02-12 11:00:00-05:00,-0.08,0.16,2.9753
