Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-08-30 20:00:00-04:00,0.49,-0.02,-1.0327
2023-04-24 20:00:00-04:00,0.55,0.32,-0.4128
2023-01-30 19:00:00-05:00,0.38,0.5,0.31579999999999997
2022-10-24 20:00:00-04:00,0.46,0.52,0.1387
2022-07-25 21:00:00-04:00,0.48,0.61,0.2708
2022-04-25 20:00:00-04:00,0.5,0.61,0.22
2022-01-31 22:00:00-05:00,0.25,0.38,0.52
2021-10-25 19:00:00-04:00,0.43,0.63,0.4539
2021-07-20 01:00:00-04:00,0.44,0.55,0.25
2021-04-26 21:00:00-04:00,0.47,0.49,0.0426
2021-01-25 20:00:00-05:00,0.28,0.46,0.6429
