Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-04-25 16:00:00-04:00,0.38,0.31,-0.1864
2024-02-22 16:00:00-05:00,0.44,1.09,1.4581
2023-10-25 16:00:00-04:00,0.42,0.33,-0.2132
2023-07-26 16:00:00-04:00,0.3,0.46,0.5436
2023-04-26 16:00:00-04:00,0.41,0.22,-0.46909999999999996
2023-02-23 16:00:00-05:00,0.5,0.2,-0.5984
2022-10-27 16:00:00-04:00,0.52,-0.23,-1.4465999999999999
2022-07-27 16:00:00-04:00,0.15,0.11,-0.2466
2022-04-28 16:00:00-04:00,-0.11,-1.06,-8.5127
2022-02-24 16:00:00-05:00,0.13,-0.19,-2.4615
2021-07-28 16:00:00-04:00,-0.19,-0.39,-1.0384
