Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-01-19 11:00:00-05:00,1.48,1.5,0.013500000000000002
2024-01-18 16:00:00-05:00,1.48,1.5,0.0103
2023-10-19 16:00:00-04:00,1.42,1.49,0.0483
2023-07-20 16:00:00-04:00,1.42,1.47,0.0337
2023-04-20 16:00:00-04:00,1.38,1.41,0.0203
2023-01-19 16:00:00-05:00,1.32,1.34,0.0116
2022-10-20 16:00:00-04:00,1.17,1.08,-0.0755
2022-07-21 16:00:00-04:00,1.03,1.1,0.0677
