Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-03-27 15:00:00-04:00,0.08,0.15,0.875
2024-03-07 14:00:00-05:00,0.08,0.15,0.875
2024-03-04 16:00:00-05:00,0.08,0.15,0.8083
2023-12-04 16:00:00-05:00,-0.01,0.09,11.501800000000001
2023-09-05 16:00:00-04:00,-0.03,0.01,1.3441
2023-06-05 16:00:00-04:00,-0.14,-0.06,0.5782
2023-03-13 16:00:00-04:00,-0.14,-0.03,0.7878000000000001
2022-12-05 16:00:00-05:00,-0.15,-0.1,0.3506
2022-09-06 16:00:00-04:00,-0.23,-0.15,0.3569
2022-06-06 16:00:00-04:00,-0.27,-0.18,0.3346
