Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-29 17:00:00-05:00,-0.1,-0.11,-0.134
2023-11-08 17:00:00-05:00,-0.09,-0.16,-0.8668000000000001
2023-08-09 17:00:00-04:00,-0.08,-0.09,-0.0677
2023-05-10 16:00:00-04:00,-0.09,-0.11,-0.22219999999999998
2023-03-01 16:00:00-05:00,-0.21,-0.09,0.5685
2022-11-14 16:00:00-05:00,-0.3,-0.41,-0.3851
2022-08-15 16:00:00-04:00,-0.04,-0.43,-8.9238
2022-05-16 16:00:00-04:00,-0.03,-0.3,-8.0009
2022-03-28 16:00:00-04:00,-0.04,-0.99,-21.8479
2021-11-15 07:00:00-05:00,-0.04,-0.06,-0.7143
