Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-08-02 04:00:00-04:00,0.53,0.56,0.0664
2023-05-10 03:00:00-04:00,0.56,0.4,-0.28140000000000004
2023-02-08 02:00:00-05:00,0.71,0.71,-0.0069
2022-11-03 04:00:00-04:00,0.62,0.59,-0.0433
2022-07-26 12:00:00-04:00,0.56,0.68,0.20550000000000002
2022-05-03 03:00:00-04:00,0.56,0.55,-0.0195
2022-02-09 02:00:00-05:00,0.73,0.77,0.059800000000000006
2021-10-27 03:00:00-04:00,0.65,0.59,-0.08560000000000001
2021-07-28 03:00:00-04:00,0.59,0.59,-0.0061
2021-04-28 03:00:00-04:00,0.59,0.63,0.0663
2021-02-10 05:00:00-05:00,0.63,0.68,0.0843
2020-11-05 02:00:00-05:00,0.58,0.58,-0.0032
