Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-08 06:00:00-05:00,0.16,0.22,0.4129
2023-10-26 06:00:00-04:00,0.16,0.19,0.1875
2023-07-27 06:00:00-04:00,0.17,0.16,-0.068
2023-04-27 06:00:00-04:00,0.2,0.46,1.2716
2023-02-09 06:00:00-05:00,0.16,-0.09,-1.5478
2022-10-27 07:00:00-04:00,0.16,0.08,-0.5115
2022-07-28 06:00:00-04:00,0.15,-0.21,-2.4135
2022-04-28 06:00:00-04:00,0.15,0.37,1.5085
2022-02-10 06:00:00-05:00,0.16,0.13,-0.1727
2021-11-05 08:00:00-04:00,0.1,0.91,7.9216
2021-07-29 06:00:00-04:00,0.12,0.26,1.2196
2021-04-29 06:00:00-04:00,0.1,0.3,2.1033
