Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-28 16:00:00-05:00,0.08,0.1,0.2346
2023-11-01 16:00:00-04:00,0.08,0.09,0.1688
2023-08-02 16:00:00-04:00,0.07,0.08,0.17350000000000002
2023-05-04 16:00:00-04:00,0.06,0.07,0.2352
2023-02-21 16:00:00-05:00,0.06,0.07,0.0968
2022-11-02 16:00:00-04:00,0.05,0.06,0.17420000000000002
2022-08-03 16:00:00-04:00,0.05,0.05,-0.056600000000000004
2022-05-04 16:00:00-04:00,0.05,0.05,0.0273
2022-03-02 16:00:00-05:00,0.05,0.06,0.2443
2021-11-03 16:00:00-04:00,0.02,0.04,0.6667000000000001
