Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-06-15 09:00:00-04:00,0.56,0.78,0.409
2023-02-01 20:00:00-05:00,1.47,1.87,0.2778
2022-10-31 23:00:00-04:00,1.06,1.54,0.4547
2022-07-28 22:00:00-04:00,1.29,1.36,0.0576
2022-05-09 22:00:00-04:00,0.86,0.77,-0.09820000000000001
2022-02-01 20:00:00-05:00,1.64,2.46,0.5021
2021-10-27 22:00:00-04:00,1.54,1.56,0.013600000000000001
2021-08-03 22:00:00-04:00,1.03,1.56,0.5092
2021-06-04 11:00:00-04:00,0.62,0.8,0.2903
2021-02-02 20:00:00-05:00,0.8,2.88,2.623
2020-10-27 22:00:00-04:00,0.91,3.37,2.7137000000000002
2020-08-03 22:00:00-04:00,0.44,1.72,2.9091000000000005
