,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-16973856.20915,-3585000.0,-16011188.811189,49044000.0,-65068441.064639,,
Tax Rate For Calcs,0.320261,0.239,0.100699,0.244,0.298479,,
Normalized EBITDA,392000000.0,1489000000.0,1355000000.0,-650000000.0,1793000000.0,,
Total Unusual Items,-53000000.0,-15000000.0,-159000000.0,201000000.0,-218000000.0,,
Total Unusual Items Excluding Goodwill,-53000000.0,-15000000.0,-159000000.0,201000000.0,-218000000.0,,
Net Income From Continuing Operation Net Minority Interest,-104000000.0,750000000.0,643000000.0,-767000000.0,738000000.0,,
Reconciled Depreciation,226000000.0,218000000.0,257000000.0,261000000.0,285000000.0,,
Reconciled Cost Of Revenue,5747000000.0,6669000000.0,4972000000.0,7330000000.0,4403000000.0,,
EBITDA,339000000.0,1474000000.0,1196000000.0,-449000000.0,1575000000.0,,
EBIT,-5000000.0,1148000000.0,838000000.0,-801000000.0,1215000000.0,,
Net Interest Income,-148000000.0,-163000000.0,-123000000.0,-213000000.0,-163000000.0,,
Interest Expense,148000000.0,163000000.0,123000000.0,213000000.0,163000000.0,,
Normalized Income,-67973856.20915,761415000.0,785988811.188811,-918956000.0,890931558.935361,,
Net Income From Continuing And Discontinued Operation,-104000000.0,750000000.0,643000000.0,-767000000.0,738000000.0,,
Total Expenses,6697000000.0,7436000000.0,5835000000.0,8236000000.0,5233000000.0,,
Total Operating Income As Reported,0.0,1134000000.0,954000000.0,-812000000.0,1410000000.0,,
Diluted Average Shares,196000000.0,203000000.0,,207000000.0,214000000.0,214000000.0,
Basic Average Shares,196000000.0,198000000.0,,207000000.0,208000000.0,209000000.0,
Diluted EPS,-0.62,3.61,,-3.79,3.37,2.31,
Basic EPS,-0.62,3.7,,-3.79,3.47,2.36,
Diluted NI Availto Com Stockholders,-121000000.0,733000000.0,627000000.0,-784000000.0,721000000.0,,
Net Income Common Stockholders,-121000000.0,733000000.0,627000000.0,-784000000.0,721000000.0,,
Preferred Stock Dividends,17000000.0,17000000.0,16000000.0,17000000.0,17000000.0,,
Net Income,-104000000.0,750000000.0,643000000.0,-767000000.0,738000000.0,,
Net Income Including Noncontrolling Interests,-104000000.0,750000000.0,643000000.0,-767000000.0,738000000.0,,
Net Income Continuous Operations,-104000000.0,750000000.0,643000000.0,-767000000.0,738000000.0,,
Tax Provision,-49000000.0,235000000.0,72000000.0,-247000000.0,314000000.0,,
Pretax Income,-153000000.0,985000000.0,715000000.0,-1014000000.0,1052000000.0,,
Other Income Expense,-48000000.0,-1000000.0,-146000000.0,212000000.0,-211000000.0,,
Other Non Operating Income Expenses,4000000.0,12000000.0,6000000.0,5000000.0,3000000.0,,
Special Income Charges,-53000000.0,-15000000.0,-159000000.0,201000000.0,-218000000.0,,
Gain On Sale Of Ppe,0.0,-7000000.0,-1000000.0,208000000.0,5000000.0,,
Other Special Charges,10000000.0,,122000000.0,,202000000.0,58000000.0,
Write Off,0.0,,-8000000.0,0.0,15000000.0,,102000000.0
Restructuring And Mergern Acquisition,43000000.0,8000000.0,8000000.0,7000000.0,6000000.0,,
Earnings From Equity Interest,1000000.0,2000000.0,7000000.0,6000000.0,4000000.0,,
Net Non Operating Interest Income Expense,-148000000.0,-163000000.0,-123000000.0,-213000000.0,-163000000.0,,
Interest Expense Non Operating,148000000.0,163000000.0,123000000.0,213000000.0,163000000.0,,
Operating Income,43000000.0,1149000000.0,984000000.0,-1013000000.0,1426000000.0,,
Operating Expense,1068000000.0,875000000.0,964000000.0,997000000.0,905000000.0,,
Depreciation Amortization Depletion Income Statement,344000000.0,326000000.0,358000000.0,352000000.0,360000000.0,,
Depreciation And Amortization In Income Statement,344000000.0,326000000.0,358000000.0,352000000.0,360000000.0,,
Selling General And Administration,724000000.0,549000000.0,292000000.0,645000000.0,545000000.0,,
Gross Profit,1111000000.0,2024000000.0,1948000000.0,-16000000.0,2331000000.0,,
Cost Of Revenue,5629000000.0,6561000000.0,4871000000.0,7239000000.0,4328000000.0,,
Total Revenue,6740000000.0,8585000000.0,6819000000.0,7223000000.0,6659000000.0,,
Operating Revenue,6678000000.0,8493000000.0,6741000000.0,7137000000.0,6582000000.0,,
