,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0
Normalized EBITDA,-44577000.0,-34378000.0,-28510000.0,-35332000.0,-13316000.0
Net Income From Continuing Operation Net Minority Interest,-33858000.0,-23508000.0,-20216000.0,-28059000.0,-5959000.0
Reconciled Depreciation,541000.0,519000.0,512000.0,510000.0,506000.0
EBITDA,-44577000.0,-34378000.0,-28510000.0,-35332000.0,-13316000.0
EBIT,-45118000.0,-34897000.0,-29022000.0,-35842000.0,-13822000.0
Net Interest Income,11260000.0,11389000.0,8806000.0,7783000.0,7863000.0
Interest Income,11260000.0,11389000.0,8806000.0,7783000.0,7863000.0
Normalized Income,-33858000.0,-23508000.0,-20216000.0,-28059000.0,-5959000.0
Net Income From Continuing And Discontinued Operation,-33858000.0,-23508000.0,-20216000.0,-28059000.0,-5959000.0
Total Expenses,45118000.0,34897000.0,29022000.0,36281000.0,22719000.0
Total Operating Income As Reported,-45118000.0,-34897000.0,-29022000.0,-35842000.0,-13822000.0
Diluted Average Shares,61902411.0,61791721.0,56832374.0,54628670.0,54451666.0
Basic Average Shares,61902411.0,61791721.0,56832374.0,54628670.0,54451666.0
Diluted EPS,-0.55,-0.38,-0.36,-0.51,-0.11
Basic EPS,-0.55,-0.38,-0.36,-0.51,-0.11
Diluted NI Availto Com Stockholders,-33858000.0,-23508000.0,-20216000.0,-28059000.0,-5959000.0
Net Income Common Stockholders,-33858000.0,-23508000.0,-20216000.0,-28059000.0,-5959000.0
Net Income,-33858000.0,-23508000.0,-20216000.0,-28059000.0,-5959000.0
Net Income Including Noncontrolling Interests,-33858000.0,-23508000.0,-20216000.0,-28059000.0,-5959000.0
Net Income Continuous Operations,-33858000.0,-23508000.0,-20216000.0,-28059000.0,-5959000.0
Pretax Income,-33858000.0,-23508000.0,-20216000.0,-28059000.0,-5959000.0
Net Non Operating Interest Income Expense,11260000.0,11389000.0,8806000.0,7783000.0,7863000.0
Interest Income Non Operating,11260000.0,11389000.0,8806000.0,7783000.0,7863000.0
Operating Income,-45118000.0,-34897000.0,-29022000.0,-35842000.0,-13822000.0
Operating Expense,45118000.0,34897000.0,29022000.0,36281000.0,22719000.0
Research And Development,34664000.0,25055000.0,20806000.0,18614000.0,14898000.0
Selling General And Administration,10454000.0,9842000.0,8216000.0,17667000.0,7821000.0
General And Administrative Expense,10454000.0,9842000.0,8216000.0,17667000.0,7821000.0
Other Gand A,10454000.0,9842000.0,8216000.0,17667000.0,7821000.0
Total Revenue,0.0,0.0,0.0,439000.0,8897000.0
Operating Revenue,0.0,0.0,0.0,439000.0,8897000.0
