GradeDate,Firm,ToGrade,FromGrade,Action
2024-08-05 23:32:40,Barclays,Overweight,Overweight,main
2024-08-05 17:25:50,TD Cowen,Buy,Buy,main
2024-07-30 12:45:07,JP Morgan,Overweight,Overweight,main
2024-07-10 23:59:47,Barclays,Overweight,Overweight,main
2024-07-10 14:07:12,UBS,Buy,Buy,main
2024-07-08 16:31:20,TD Cowen,Buy,Buy,main
2024-05-28 17:09:08,Deutsche Bank,Buy,,init
2024-05-22 15:36:54,TD Cowen,Buy,Buy,main
2024-05-22 14:22:39,RBC Capital,Outperform,Outperform,reit
2024-05-09 19:27:34,Jefferies,Hold,Hold,main
2024-05-07 16:25:24,TD Cowen,Buy,,init
2024-05-03 14:16:26,Barclays,Overweight,Overweight,main
2024-04-12 16:15:25,UBS,Buy,Buy,main
2024-04-09 17:09:09,JMP Securities,Market Perform,,reit
2024-04-08 13:50:49,Barclays,Overweight,Overweight,main
2024-02-15 21:10:59,Jefferies,Hold,Hold,main
2024-02-12 16:50:18,Barclays,Overweight,Overweight,main
2024-02-12 15:54:05,RBC Capital,Outperform,Outperform,main
2024-02-09 19:51:17,JP Morgan,Overweight,Overweight,main
2024-02-09 14:20:34,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-02-06 15:49:22,RBC Capital,Outperform,Outperform,main
2024-01-24 19:47:21,Morgan Stanley,Equal-Weight,Equal-Weight,main
2024-01-22 13:08:43,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-01-09 14:58:17,Jefferies,Hold,Buy,down
2023-11-01 13:46:21,Barclays,Overweight,Overweight,main
2023-11-01 12:02:05,Morgan Stanley,Equal-Weight,Equal-Weight,main
2023-10-18 14:47:56,Morgan Stanley,Equal-Weight,Equal-Weight,main
2023-10-10 13:11:09,Barclays,Overweight,Overweight,main
2023-08-02 17:01:29,JP Morgan,Overweight,Overweight,main
2023-08-02 15:47:57,RBC Capital,Outperform,Outperform,main
2023-08-02 14:05:20,Morgan Stanley,Equal-Weight,Equal-Weight,main
2023-08-02 12:52:24,BMO Capital,Market Perform,Market Perform,main
2023-08-02 12:52:03,Wells Fargo,Equal-Weight,Equal-Weight,main
2023-08-02 10:19:26,Barclays,Overweight,Overweight,main
2023-07-24 13:34:48,RBC Capital,Outperform,Outperform,main
2023-07-19 14:37:18,UBS,Buy,Buy,main
2023-07-18 13:40:59,Goldman Sachs,Equal-Weight,Equal-Weight,main
2023-07-13 10:44:51,Barclays,Overweight,Overweight,main
2023-07-11 11:28:51,Wells Fargo,Equal-Weight,Equal-Weight,main
2023-07-10 11:44:55,"Keefe, Bruyette & Woods",Market Perform,Outperform,down
2023-06-12 10:38:29,Wells Fargo,Equal-Weight,Overweight,down
2023-05-26 12:11:52,JMP Securities,Market Perform,Market Perform,main
2023-05-22 11:58:57,Morgan Stanley,Equal-Weight,Equal-Weight,main
2023-05-02 13:02:06,RBC Capital,Outperform,,main
2023-05-01 12:36:02,"Keefe, Bruyette & Woods",Outperform,,main
2023-05-01 12:11:55,BMO Capital,Market Perform,,main
2023-05-01 11:35:11,Wells Fargo,Overweight,,main
2023-05-01 09:49:07,Barclays,Overweight,,main
2023-04-14 09:52:15,Barclays,Overweight,,main
2023-04-05 11:34:39,B of A Securities,Buy,,main
2023-02-14 12:36:26,RBC Capital,Outperform,,main
2023-02-13 13:42:26,Morgan Stanley,Equal-Weight,,main
2023-02-13 11:31:45,Piper Sandler,Overweight,,main
2023-02-10 16:28:27,Wells Fargo,Overweight,,main
2023-02-10 14:41:43,BMO Capital,Market Perform,,main
2023-02-10 14:19:02,Goldman Sachs,Buy,,main
2023-02-10 13:56:17,Barclays,Overweight,,main
2023-01-12 13:38:48,Barclays,Overweight,,main
2022-12-19 12:28:04,Barclays,Overweight,,main
2022-11-15 12:40:13,UBS,Buy,,main
2022-11-14 11:12:32,BMO Capital,Market Perform,Outperform,down
2022-11-01 12:15:13,RBC Capital,Outperform,,main
2022-10-31 12:54:08,Morgan Stanley,Equal-Weight,,main
2022-10-28 19:23:49,Barclays,Overweight,,main
2022-10-28 11:59:24,Wells Fargo,Overweight,,main
2022-10-19 14:11:31,UBS,Buy,,main
2022-10-10 12:18:54,Barclays,Overweight,,main
2022-08-31 10:33:14,Barclays,Overweight,,init
2022-08-01 13:02:53,UBS,Buy,,main
2022-07-19 12:38:32,Morgan Stanley,Equal-Weight,,main
2022-07-13 12:07:07,Wells Fargo,Overweight,,main
2022-06-29 17:31:07,Goldman Sachs,Buy,,main
2022-06-08 09:37:47,JMP Securities,Market Perform,,init
2022-05-02 12:08:50,RBC Capital,Outperform,,main
2022-04-29 14:27:03,BMO Capital,Outperform,,main
2022-04-29 11:33:12,Wells Fargo,Overweight,,main
2022-04-20 13:02:20,Morgan Stanley,Equal-Weight,,main
2022-04-19 11:30:26,Wells Fargo,Overweight,,main
2022-02-16 13:12:45,Morgan Stanley,Equal-Weight,,main
2022-02-14 14:49:09,UBS,Buy,,main
2022-02-14 13:53:17,BMO Capital,Outperform,,main
2022-01-25 12:47:04,Piper Sandler,Overweight,,init
2022-01-21 13:23:56,Morgan Stanley,Equal-Weight,,main
2021-12-16 10:23:24,Wells Fargo,Overweight,,init
2021-10-29 13:18:16,RBC Capital,Outperform,,main
2021-10-28 13:43:56,Morgan Stanley,Equal-Weight,,main
2021-10-15 12:11:39,Morgan Stanley,Equal-Weight,,main
2021-09-30 13:49:04,Jefferies,Buy,,main
2021-08-13 11:58:42,BMO Capital,Outperform,,main
2021-08-03 10:43:00,RBC Capital,Outperform,,main
2021-06-08 11:21:47,BMO Capital,Outperform,Market Perform,up
2021-03-29 10:35:32,BMO Capital,Market Perform,Outperform,down
2020-10-29 14:44:52,BMO Capital,Outperform,,main
2020-10-29 13:43:50,Wells Fargo,Overweight,,main
2020-10-20 12:19:57,Morgan Stanley,Equal-Weight,,main
2020-08-10 12:21:51,Morgan Stanley,Equal-Weight,,main
2020-07-14 12:10:05,Morgan Stanley,Equal-Weight,,main
2020-07-10 16:33:44,B of A Securities,Buy,,main
2020-05-29 12:22:15,BMO Capital,Outperform,Market Perform,up
2020-05-13 12:38:46,Wells Fargo,Overweight,,main
2020-05-11 12:54:19,Morgan Stanley,Equal-Weight,,main
2020-05-07 16:53:39,BMO Capital,Market Perform,,main
2020-05-07 15:30:57,B of A Securities,Buy,,reit
2020-05-07 14:47:30,Barclays,Overweight,,main
2020-05-07 13:59:27,Credit Suisse,Outperform,,main
2020-05-07 11:54:07,"Keefe, Bruyette & Woods",Outperform,,main
2020-04-17 12:50:33,Morgan Stanley,Equal-Weight,,main
2020-04-15 13:06:07,Wells Fargo,Overweight,,main
2020-03-23 12:07:09,B of A Securities,Buy,,main
2020-03-13 14:43:52,Morgan Stanley,Equal-Weight,,main
2020-01-28 15:52:08,UBS,Buy,,main
2020-01-17 14:50:31,Wells Fargo,Overweight,,main
2019-12-19 12:40:35,Wells Fargo,Overweight,,main
2019-11-07 12:57:16,JP Morgan,Overweight,,main
2019-11-04 12:32:23,UBS,Buy,,main
2019-11-04 12:31:28,BMO Capital,Market Perform,,main
2019-10-08 12:24:48,BMO Capital,Market Perform,,init
2019-09-12 12:18:30,Wells Fargo,Outperform,,main
2019-08-05 10:41:29,Barclays,Overweight,,init
2019-08-02 15:21:47,Morgan Stanley,Equal-Weight,,main
2019-08-01 12:23:20,UBS,Buy,,main
2019-01-04 13:13:58,Goldman Sachs,Buy,Neutral,up
2018-11-14 12:52:05,Morgan Stanley,Equal-Weight,Equal-Weight,main
2018-10-09 11:36:27,Morgan Stanley,Equal-Weight,Equal-Weight,main
2018-09-17 13:32:18,B of A Securities,Buy,Buy,main
2018-08-21 11:27:55,Wells Fargo,Outperform,Market Perform,up
2018-07-23 12:15:28,JP Morgan,Neutral,Overweight,down
2018-05-01 12:31:20,Oppenheimer,Outperform,,init
2018-03-09 13:11:45,Credit Suisse,Outperform,Outperform,main
2018-03-01 13:35:02,Morgan Stanley,Equal-Weight,Equal-Weight,main
2018-02-16 11:57:45,Wells Fargo,Market Perform,Outperform,down
2017-09-21 12:47:18,Oppenheimer,Outperform,,init
2017-06-30 10:19:45,RBC Capital,Outperform,,init
2017-05-11 11:03:36,Credit Suisse,Outperform,Neutral,up
2017-02-27 14:01:09,"Keefe, Bruyette & Woods",Market Perform,Outperform,down
2016-12-21 13:16:29,Wells Fargo,Outperform,,init
2016-10-14 04:00:00,"Keefe, Bruyette & Woods",Outperform,,main
2016-08-10 10:59:15,B of A Securities,Neutral,Buy,down
2016-05-13 17:01:20,"Keefe, Bruyette & Woods",Outperform,,main
2016-03-14 16:17:21,Credit Suisse,Neutral,,main
2016-01-13 16:54:41,"Keefe, Bruyette & Woods",Outperform,,main
2015-12-08 12:52:35,B of A Securities,Buy,Neutral,up
2015-08-12 15:00:00,"Keefe, Bruyette & Woods",Outperform,,main
2015-08-11 11:35:23,Goldman Sachs,Neutral,,init
2015-06-03 08:50:22,Credit Suisse,Neutral,,init
2015-05-14 13:00:00,RBC Capital,Outperform,,main
2015-03-09 13:00:00,"Keefe, Bruyette & Woods",Outperform,,main
2015-03-06 14:00:00,SunTrust Robinson Humphrey,Buy,,main
2015-03-06 12:51:28,B of A Securities,Neutral,Buy,down
2014-10-07 13:00:00,JP Morgan,Overweight,,main
2014-07-15 23:53:39,JP Morgan,Overweight,,main
2014-05-27 11:52:50,Wells Fargo,Outperform,,init
2014-05-27 11:52:49,"Keefe, Bruyette & Woods",Outperform,,init
2014-05-27 11:39:32,JP Morgan,Overweight,,init
2014-05-27 11:39:31,Goldman Sachs,Neutral,,init
